"Date","Price","Open","High","Low","Vol.","Change %"
"10/31/2025","16,032.60","16,050.90","16,129.20","15,975.90","130.32M","-0.05%"
"10/30/2025","16,040.30","16,100.60","16,117.70","15,890.30","99.65M","-0.68%"
"10/29/2025","16,150.10","16,050.10","16,210.50","15,961.20","121.82M","0.39%"
"10/28/2025","16,087.00","16,041.50","16,105.90","15,978.60","95.07M","0.54%"
"10/27/2025","16,000.20","15,918.50","16,027.60","15,887.00","81.17M","0.87%"
"10/24/2025","15,861.50","15,833.90","15,862.30","15,723.90","80.35M","0.44%"
"10/23/2025","15,792.20","15,769.10","15,864.40","15,728.90","78.42M","0.07%"
"10/22/2025","15,781.60","15,765.20","15,868.90","15,761.90","102.10M","0.09%"
"10/21/2025","15,767.10","15,863.40","15,894.20","15,764.90","87.90M","-0.39%"
"10/20/2025","15,828.30","15,739.10","15,855.80","15,704.70","114.55M","1.46%"
"10/17/2025","15,601.10","15,454.10","15,714.30","15,409.30","226.75M","-0.29%"
"10/16/2025","15,645.80","15,582.30","15,645.80","15,479.70","86.41M","0.48%"
"10/15/2025","15,570.30","15,637.00","15,719.80","15,570.30","95.28M","-0.10%"
"10/14/2025","15,586.40","15,488.20","15,596.30","15,433.90","89.84M","0.29%"
"10/13/2025","15,541.60","15,536.50","15,607.30","15,490.40","67.90M","0.42%"
"10/10/2025","15,476.50","15,600.30","15,715.40","15,470.90","110.23M","-0.69%"
"10/09/2025","15,584.80","15,663.90","15,685.30","15,551.00","98.92M","-0.60%"
"10/08/2025","15,678.30","15,549.50","15,732.70","15,544.20","103.10M","0.97%"
"10/07/2025","15,527.00","15,520.40","15,620.30","15,505.50","95.15M","-0.19%"
"10/06/2025","15,556.70","15,563.30","15,630.90","15,487.30","86.89M","-0.18%"
"10/03/2025","15,585.10","15,583.30","15,668.30","15,561.70","84.09M","0.57%"
"10/02/2025","15,496.20","15,571.00","15,599.40","15,492.10","103.43M","-0.27%"
"10/01/2025","15,538.80","15,474.60","15,566.80","15,358.40","112.45M","0.41%"
"09/30/2025","15,475.00","15,315.10","15,488.60","15,281.50","102.82M","1.04%"
"09/29/2025","15,316.30","15,384.20","15,386.40","15,296.70","80.98M","-0.22%"
"09/26/2025","15,350.40","15,202.40","15,366.40","15,184.40","87.93M","1.30%"
"09/25/2025","15,153.70","15,179.20","15,206.50","15,102.70","86.26M","-0.27%"
"09/24/2025","15,194.60","15,166.20","15,247.20","15,078.30","90.57M","0.24%"
"09/23/2025","15,158.20","15,155.50","15,194.80","15,093.30","93.82M","0.50%"
"09/22/2025","15,082.50","15,226.30","15,244.20","15,052.00","105.18M","-1.17%"
"09/19/2025","15,260.70","15,212.00","15,330.20","15,192.20","304.65M","0.56%"
"09/18/2025","15,175.40","15,224.20","15,242.80","15,088.30","88.00M","0.32%"
"09/17/2025","15,127.20","15,203.80","15,216.30","15,123.10","92.52M","-0.24%"
"09/16/2025","15,163.30","15,385.70","15,400.80","15,149.90","108.84M","-1.51%"
"09/15/2025","15,395.10","15,361.30","15,416.60","15,334.80","86.04M","0.57%"
"09/12/2025","15,308.20","15,324.60","15,327.60","15,203.60","86.16M","-0.09%"
"09/11/2025","15,321.30","15,259.50","15,328.70","15,204.30","88.33M","0.68%"
