"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2024","6,413.45","6,429.45","6,462.44","6,404.23","36.96M","-0.23%"
"11/15/2024","6,428.13","6,400.12","6,452.97","6,387.84","55.41M","0.84%"
"11/14/2024","6,374.81","6,325.26","6,395.68","6,315.55","53.78M","1.27%"
"11/13/2024","6,294.70","6,358.55","6,372.43","6,282.77","50.77M","-0.60%"
"11/12/2024","6,332.83","6,394.73","6,414.11","6,332.83","66.08M","-1.37%"
"11/11/2024","6,420.48","6,422.27","6,434.43","6,405.01","55.62M","0.51%"
"11/08/2024","6,387.74","6,394.56","6,428.80","6,386.71","64.90M","0.61%"
"11/07/2024","6,348.78","6,364.55","6,383.14","6,328.41","79.99M","0.23%"
"11/06/2024","6,334.18","6,495.23","6,505.13","6,286.71","123.11M","-3.27%"
"11/05/2024","6,548.59","6,572.80","6,595.76","6,539.84","67.64M","-0.55%"
"11/04/2024","6,584.93","6,621.78","6,639.75","6,574.83","98.31M","-0.15%"
"11/01/2024","6,594.91","6,566.51","6,611.32","6,543.04","75.63M","0.95%"
"10/31/2024","6,532.77","6,491.97","6,550.95","6,491.97","281.92M","2.21%"
"10/30/2024","6,391.60","6,404.67","6,429.07","6,381.14","56.93M","-0.73%"
"10/29/2024","6,438.64","6,491.85","6,506.91","6,414.47","66.21M","-0.27%"
"10/28/2024","6,455.86","6,533.54","6,533.54","6,437.26","41.15M","-0.88%"
"10/25/2024","6,513.28","6,502.68","6,541.69","6,497.01","55.10M","0.34%"
"10/24/2024","6,491.26","6,521.56","6,554.24","6,491.13","68.79M","-0.45%"
"10/23/2024","6,520.58","6,558.86","6,567.77","6,497.74","36.80M","-0.52%"
"10/22/2024","6,554.76","6,619.62","6,619.85","6,538.48","55.14M","-1.12%"
"10/21/2024","6,628.91","6,669.71","6,692.02","6,628.91","41.29M","-0.67%"
"10/18/2024","6,673.90","6,710.14","6,710.53","6,668.70","67.49M","-0.62%"
"10/17/2024","6,715.78","6,759.53","6,768.26","6,711.51","64.91M","-0.51%"
"10/16/2024","6,749.92","6,712.48","6,750.48","6,696.58","52.17M","0.78%"
"10/15/2024","6,697.52","6,694.80","6,710.64","6,666.63","72.67M","-0.29%"
"10/14/2024","6,716.78","6,758.73","6,760.30","6,707.10","83.65M","-0.58%"
"10/11/2024","6,756.08","6,684.06","6,756.39","6,678.47","153.91M","1.04%"
"10/10/2024","6,686.60","6,719.85","6,732.55","6,686.60","79.28M","-0.28%"
"10/09/2024","6,705.57","6,703.15","6,713.37","6,665.92","66.76M","0.55%"
"10/08/2024","6,668.61","6,675.72","6,698.22","6,654.48","60.42M","-0.37%"
"10/07/2024","6,693.16","6,666.61","6,706.40","6,653.13","87.84M","0.69%"
"10/04/2024","6,647.27","6,655.26","6,685.28","6,638.51","68.65M","0.03%"
"10/03/2024","6,645.54","6,718.02","6,722.34","6,645.54","53.96M","-0.73%"
"10/02/2024","6,694.62","6,743.68","6,764.53","6,694.62","62.27M","-0.65%"
"10/01/2024","6,738.27","6,780.33","6,788.73","6,737.94","114.74M","-0.80%"
"09/30/2024","6,792.87","6,807.82","6,807.82","6,744.07","69.53M","-0.23%"
"09/27/2024","6,808.25","6,783.92","6,813.56","6,765.65","72.66M","0.54%"
"09/26/2024","6,771.36","6,796.81","6,796.81","6,743.82","86.06M","-0.33%"
"09/25/2024","6,793.70","6,745.93","6,802.46","6,734.92","49.17M","0.43%"
"09/24/2024","6,764.46","6,748.32","6,780.33","6,727.64","59.22M","0.40%"
"09/23/2024","6,737.35","6,741.43","6,764.80","6,713.66","84.29M","0.31%"
"09/20/2024","6,716.23","6,719.05","6,729.49","6,698.18","108.58M","-0.06%"
"09/19/2024","6,720.43","6,790.35","6,799.80","6,694.96","90.88M","-0.51%"
"09/18/2024","6,754.67","6,825.59","6,840.27","6,754.20","59.89M","-0.93%"
"09/17/2024","6,818.27","6,820.79","6,830.21","6,802.09","80.05M","0.41%"
"09/16/2024","6,790.66","6,833.43","6,842.65","6,787.54","57.65M","-0.70%"
"09/13/2024","6,838.52","6,817.53","6,865.62","6,807.90","64.49M","0.68%"
"09/12/2024","6,792.47","6,810.86","6,828.89","6,789.85","61.26M","0.18%"
"09/11/2024","6,780.30","6,746.43","6,790.01","6,740.57","70.17M","1.10%"
"09/10/2024","6,706.48","6,766.77","6,809.30","6,706.48","65.45M","-1.01%"
"09/09/2024","6,774.89","6,739.59","6,781.23","6,734.56","54.38M","0.83%"
"09/06/2024","6,719.18","6,722.08","6,764.71","6,691.63","67.26M","-0.33%"
"09/05/2024","6,741.10","6,719.21","6,783.50","6,719.21","57.86M","0.02%"
"09/04/2024","6,739.83","6,647.22","6,739.83","6,645.75","68.17M","0.49%"
"09/03/2024","6,706.82","6,790.75","6,801.03","6,697.88","111.14M","-0.99%"
"09/02/2024","6,773.88","6,759.66","6,785.78","6,732.30","62.26M","0.20%"
"08/30/2024","6,760.15","6,729.61","6,792.54","6,729.61","81.92M","0.69%"
"08/29/2024","6,713.77","6,687.97","6,740.14","6,678.29","79.79M","-0.07%"
"08/28/2024","6,718.24","6,744.55","6,767.39","6,718.24","75.40M","-0.41%"
"08/27/2024","6,746.06","6,730.37","6,753.15","6,726.57","74.04M","0.45%"
"08/26/2024","6,715.81","6,694.74","6,719.91","6,682.46","52.96M","0.26%"
"08/23/2024","6,698.07","6,639.40","6,703.36","6,635.89","77.89M","0.80%"
"08/22/2024","6,645.03","6,667.35","6,690.68","6,645.03","53.29M","-0.43%"
"08/21/2024","6,673.99","6,686.46","6,688.77","6,651.10","50.57M","-0.06%"
"08/20/2024","6,678.04","6,721.41","6,734.13","6,678.04","88.03M","-0.68%"
"08/19/2024","6,723.81","6,650.91","6,723.81","6,644.84","71.36M","1.02%"
"08/16/2024","6,655.90","6,629.66","6,659.42","6,614.23","60.66M","0.44%"
"08/15/2024","6,627.04","6,595.68","6,630.14","6,591.53","67.69M","0.23%"
"08/14/2024","6,611.83","6,608.37","6,611.83","6,585.85","64.85M","0.35%"
"08/13/2024","6,588.96","6,570.33","6,595.59","6,567.11","58.76M","0.50%"
"08/12/2024","6,556.34","6,568.74","6,585.58","6,551.94","43.71M","0.09%"
"08/09/2024","6,550.61","6,584.03","6,608.80","6,541.39","62.38M","-0.29%"
"08/08/2024","6,569.77","6,549.10","6,583.10","6,513.49","81.91M","-0.08%"
"08/07/2024","6,575.30","6,483.77","6,579.00","6,476.49","77.27M","1.85%"
