"Date","Price","Open","High","Low","Vol.","Change %"
"10/31/2025","1,525.59","1,519.99","1,525.59","1,515.44","","0.36%"
"10/30/2025","1,520.13","1,555.19","1,556.68","1,519.40","","-2.25%"
"10/29/2025","1,555.08","1,559.11","1,562.21","1,546.15","","-0.16%"
"10/28/2025","1,557.57","1,566.47","1,566.47","1,552.18","","-0.56%"
"10/27/2025","1,566.32","1,567.02","1,569.41","1,558.18","","0.10%"
"10/24/2025","1,564.71","1,576.17","1,576.85","1,557.82","","-0.72%"
"10/23/2025","1,576.09","1,553.37","1,576.62","1,553.37","","1.47%"
"10/22/2025","1,553.30","1,556.65","1,563.40","1,550.71","","-0.21%"
"10/21/2025","1,556.63","1,554.35","1,561.72","1,549.05","","0.15%"
"10/20/2025","1,554.35","1,549.55","1,559.95","1,549.28","","0.32%"
"10/17/2025","1,549.38","1,570.19","1,570.19","1,532.78","","-1.33%"
"10/16/2025","1,570.25","1,572.00","1,572.17","1,562.66","","0.08%"
"10/15/2025","1,568.93","1,558.72","1,569.66","1,558.53","","0.65%"
"10/14/2025","1,558.74","1,564.01","1,564.01","1,553.06","","-0.35%"
"10/13/2025","1,564.16","1,573.13","1,573.13","1,559.43","","-0.58%"
"10/10/2025","1,573.33","1,578.88","1,580.30","1,569.86","","-0.35%"
"10/09/2025","1,578.91","1,578.91","1,590.64","1,576.64","","0.01%"
"10/08/2025","1,578.83","1,575.83","1,582.60","1,572.34","","0.18%"
"10/07/2025","1,576.02","1,595.45","1,596.31","1,576.02","","-1.22%"
"10/06/2025","1,595.55","1,585.62","1,597.48","1,584.20","","0.60%"
"10/03/2025","1,585.97","1,577.44","1,589.39","1,576.46","","0.60%"
"10/02/2025","1,576.50","1,582.73","1,584.26","1,576.06","","-0.34%"
"10/01/2025","1,581.84","1,567.97","1,581.92","1,567.94","","0.95%"
"09/30/2025","1,566.97","1,583.71","1,583.71","1,566.43","","-1.06%"
"09/29/2025","1,583.75","1,587.92","1,595.40","1,582.64","","-0.26%"
"09/26/2025","1,587.84","1,582.44","1,591.57","1,577.07","","0.39%"
"09/25/2025","1,581.74","1,585.55","1,594.24","1,581.74","","-0.25%"
"09/24/2025","1,585.76","1,576.54","1,587.74","1,573.12","","0.66%"
"09/23/2025","1,575.37","1,561.56","1,578.27","1,561.50","","0.89%"
"09/22/2025","1,561.53","1,563.05","1,567.33","1,559.33","","-0.09%"
"09/19/2025","1,562.94","1,569.67","1,575.64","1,562.70","","-0.42%"
"09/18/2025","1,569.51","1,571.07","1,577.68","1,564.56","","-0.10%"
"09/17/2025","1,571.05","1,577.93","1,578.73","1,567.03","","-0.42%"
"09/16/2025","1,577.62","1,585.59","1,587.75","1,574.76","","-0.51%"
"09/15/2025","1,585.76","1,578.58","1,587.36","1,577.67","","0.46%"
"09/12/2025","1,578.43","1,575.61","1,581.52","1,571.40","","0.17%"
"09/11/2025","1,575.77","1,576.21","1,584.10","1,572.69","","-0.01%"
"09/10/2025","1,575.99","1,563.87","1,576.07","1,561.63","","0.76%"
"09/09/2025","1,564.08","1,555.89","1,564.08","1,553.77","","0.54%"
"09/08/2025","1,555.62","1,550.55","1,561.78","1,550.31","","0.30%"
"09/05/2025","1,550.91","1,556.59","1,561.29","1,550.07","","-0.35%"
"09/04/2025","1,556.28","1,546.17","1,558.54","1,542.02","","0.66%"
"09/03/2025","1,546.13","1,558.96","1,561.43","1,544.62","","-0.80%"
"09/02/2025","1,558.53","1,571.86","1,574.34","1,551.99","","-0.86%"
"09/01/2025","1,572.10","1,570.65","1,572.59","1,567.60","","0.14%"
"08/29/2025","1,569.91","1,560.43","1,575.40","1,560.33","","0.67%"
"08/28/2025","1,559.40","1,568.27","1,572.18","1,558.44","","-0.57%"
"08/27/2025","1,568.35","1,580.93","1,580.93","1,567.46","","-0.82%"
"08/26/2025","1,581.26","1,582.61","1,583.66","1,573.97","","-0.02%"
"08/25/2025","1,581.58","1,582.34","1,582.34","1,574.43","","-0.07%"
"08/22/2025","1,582.63","1,576.47","1,584.44","1,576.47","","0.40%"
"08/21/2025","1,576.31","1,563.18","1,577.38","1,563.09","","0.87%"
"08/20/2025","1,562.66","1,552.44","1,563.70","1,547.22","","0.66%"
